1,2,3
324,323,344
324,344,345
310,320,346
336,331,307
308,291,343
342,321,332
331,336,347
306,329,348
327,326,349
350,334,300
329,351,352
312,308,353
315,310,346
333,315,346
317,327,354
338,328,355
349,326,348
337,355,328
342,351,329
326,306,348
339,346,320
340,324,345
302,330,356
313,302,356
338,355,357
314,334,358
336,314,358
341,331,347
341,347,359
360,337,341
343,313,361
339,338,362
355,337,360
325,312,353
325,350,300
360,363,355
364,345,344
332,316,365
343,366,308
366,353,308
316,335,365
333,367,344
333,346,368
356,330,369
348,329,370
349,348,370
370,329,352
368,346,371
332,372,342
345,364,373
346,339,371
364,344,367
365,372,332
365,335,374
335,340,374
367,333,375
352,351,376
334,350,377
363,378,355
343,361,379
376,351,380
351,342,380
362,371,339
371,362,381
356,361,313
360,382,363
383,354,327
383,327,349
380,342,372
330,317,384
340,345,385
359,382,360
353,366,386
358,334,377
360,341,359
338,387,362
370,388,349
389,353,390
389,325,353
389,350,325
336,358,391
355,378,392
355,392,357
373,364,393
370,352,394
357,387,338
364,367,395
388,370,394
388,394,396
383,349,388
377,397,391
358,377,391
354,384,317
394,352,398
385,345,373
399,378,363
361,400,379
399,363,382
391,347,336
392,378,401
387,357,402
366,343,379
366,379,386
375,395,367
384,354,403
376,398,352
333,368,375
359,347,404
340,385,405
382,359,406
380,372,407
391,397,408
375,368,409
387,402,410
402,357,392
402,392,411
380,407,412
401,378,399
401,399,413
401,414,392
372,365,415
392,414,411
389,390,416
381,387,410
376,380,412
354,383,403
350,389,417
417,389,416
417,418,350
387,381,362
377,350,418
406,359,404
364,395,393
400,361,356
369,330,384
404,347,419
356,369,420
388,396,421
402,411,422
386,390,353
383,388,423
424,382,406
373,425,385
372,415,407
426,379,400
399,382,424
399,424,413
393,395,427
396,394,428
429,396,428
368,371,409
391,408,419
414,401,413
414,413,430
381,410,431
374,340,405
374,415,365
347,391,419
377,418,397
428,394,398
410,402,422
406,404,432
427,395,433
396,434,421
403,383,423
421,423,388
415,374,435
398,376,412
375,436,395
374,405,435
409,371,381
409,381,437
375,409,436
400,356,420
373,393,438
393,427,438
418,439,397
408,397,439
422,411,440
426,386,379
426,400,441
398,412,442
443,436,409
416,390,444
419,445,404
369,384,446
369,446,420
430,413,447
435,405,448
449,404,445
404,449,432
411,414,450
431,410,422
414,430,450
451,408,439
429,434,396
429,428,452
425,373,453
425,405,385
438,453,373
381,431,454
407,415,455
419,408,451
419,451,456
390,457,444
442,428,398
433,395,436
424,406,432
420,441,400
443,409,437
436,443,458
420,446,459
403,446,384
381,454,437
424,447,413
423,460,461
421,460,423
407,455,412
440,411,450
462,430,447
434,429,460
421,434,460
450,430,463
463,430,462
452,428,442
452,442,464
432,465,424
456,445,419
441,420,459
466,446,403
403,423,461
403,461,466
386,426,467
455,468,412
469,417,416
469,418,417
447,470,471
386,457,390
424,465,472
424,472,447
473,455,415
435,473,415
425,448,405
450,463,474
453,438,475
438,427,475
474,440,450
463,462,471
458,443,476
439,418,477
477,418,469
459,478,441
479,460,429
479,429,480
454,431,481
475,433,482
462,447,471
433,475,427
455,483,468
466,484,446
416,444,485
483,455,473
433,436,458
467,426,441
474,463,471
485,469,416
469,485,486
452,464,480
429,452,480
457,386,467
457,487,444
488,460,489
460,479,489
459,484,490
491,432,449
431,422,481
439,477,451
461,460,488
470,492,471
465,432,491
477,469,486
477,486,493
492,440,474
422,440,494
456,451,495
437,496,443
471,492,474
449,445,497
456,497,445
484,459,446
470,447,472
437,454,498
448,425,453
495,451,499
500,422,494
448,453,501
440,492,502
440,502,494
503,501,453
468,442,412
466,461,504
475,503,453
475,505,503
451,477,493
459,506,478
481,422,500
492,470,502
454,481,507
475,482,505
476,496,508
483,509,468
482,433,510
467,441,511
495,497,456
496,476,443
510,433,458
458,476,510
457,467,512
498,496,437
513,479,480
513,514,479
486,485,515
464,513,480
473,435,448
473,448,516
512,487,457
497,517,449
497,495,518
481,500,519
493,486,520
441,478,511
507,481,519
491,449,517
466,504,484
504,461,521
489,479,514
502,470,522
444,515,485
515,444,487
520,486,515
489,514,523
513,464,524
488,489,523
499,451,493
478,506,525
464,442,524
448,501,516
499,518,495
511,478,525
508,526,476
488,521,461
506,459,527
508,496,498
511,528,467
490,484,504
528,512,467
483,473,516
510,476,526
522,470,472
494,502,529
519,500,530
499,493,531
516,501,532
517,497,533
508,534,526
501,503,535
536,487,512
468,524,442
521,488,537
491,517,538
468,509,539
483,516,540
498,454,541
522,529,502
497,518,533
529,522,542
524,543,513
514,513,543
544,517,533
523,537,488
518,499,545
524,468,539
521,537,546
526,534,547
472,465,548
535,532,501
521,546,504
515,487,549
505,535,503
520,515,549
538,517,544
520,531,493
508,498,550
482,551,505
482,510,552
482,552,551
498,541,550
500,553,530
465,491,538
465,538,554
483,540,555
553,500,494
510,526,552
527,459,490
552,526,547
522,472,542
554,548,465
523,514,556
529,553,494
539,557,524
541,507,558
525,559,511
507,541,454
560,490,504
507,519,530
504,546,560
490,560,561
539,509,555
535,505,551
527,490,562
490,561,562
559,528,511
529,542,563
542,472,548
564,543,524
538,565,554
565,538,566
545,499,531
545,531,567
552,547,568
557,539,569
540,516,532
525,506,570
506,527,571
536,512,528
530,558,507
531,520,572
509,483,555
533,573,544
534,574,575
536,549,487
556,514,543
556,576,523
548,577,542
574,534,508
574,508,550
544,566,538
535,551,578
559,579,528
546,537,580
520,549,572
518,581,533
553,529,563
551,552,582
543,564,556
564,524,557
547,534,575
569,583,557
582,552,568
581,573,533
555,540,584
571,570,506
540,532,584
518,545,585
548,554,586
569,539,555
569,555,587
532,535,578
560,546,588
560,588,589
579,536,528
537,523,576
553,563,590
560,589,561
578,551,591
580,588,546
572,567,531
550,592,574
574,592,593
582,591,551
594,576,595
576,556,595
583,569,596
595,556,597
558,550,541
550,558,598
581,518,585
565,586,554
597,556,564
575,599,547
588,600,601
584,532,578
575,574,593
575,602,599
530,553,590
559,525,570
561,589,603
587,555,604
605,600,588
555,584,604
537,606,607
563,542,608
563,608,609
580,605,588
610,564,611
564,557,611
611,557,583
605,580,607
605,607,612
605,612,613
607,614,612
585,545,615
613,600,605
591,582,616
587,596,569
617,536,579
613,618,596
558,530,590
581,585,619
620,583,596
596,618,620
559,621,579
549,536,622
597,564,610
593,602,575
545,567,623
545,623,615
562,561,603
610,624,625
591,626,578
576,594,606
576,606,537
592,550,598
590,563,627
548,586,577
589,588,601
542,577,628
580,537,607
589,601,603
627,563,609
627,609,629
611,583,620
600,587,630
601,600,630
613,596,587
613,587,600
586,565,631
598,558,632
527,562,571
585,615,619
612,618,613
579,621,617
568,547,599
568,599,633
587,604,630
594,595,634
544,573,635
536,617,622
558,590,636
577,637,628
559,570,638
570,571,639
573,581,619
573,619,640
641,593,592
621,559,638
549,622,642
572,549,642
608,542,628
625,597,610
610,611,624
604,584,643
644,643,584
578,644,584
591,616,626
582,568,633
624,611,620
645,624,620
645,620,646
620,618,646
612,647,618
573,640,635
599,602,648
599,648,649
630,604,650
634,595,651
562,603,652
598,653,592
654,619,615
606,594,655
627,636,590
643,650,604
566,544,635
566,635,656
606,614,607
622,657,642
651,597,625
651,595,597
651,625,658
644,578,626
641,592,653
640,619,659
565,566,660
572,623,567
603,601,661
593,641,602
609,608,628
602,641,648
633,616,582
577,586,662
637,577,662
601,630,661
558,636,632
638,570,639
663,621,638
649,633,599
664,624,645
571,562,665
651,666,634
625,624,664
662,586,631
634,667,594
627,668,636
659,669,640
659,654,670
619,654,659
646,618,647
671,672,617
617,672,622
622,672,657
656,660,566
656,673,660
650,643,674
615,623,675
652,603,676
606,655,677
648,641,678
677,614,606
676,603,661
644,679,643
621,671,617
671,621,663
571,665,639
654,615,675
680,635,640
651,681,666
682,612,614
630,683,661
684,685,686
684,687,685
685,666,686
647,612,682
683,630,650
616,688,626
616,689,688
687,667,685
656,635,680
685,667,634
616,633,689
664,658,625
632,636,690
691,683,650
632,692,598
666,685,634
627,629,693
623,572,694
691,650,674
660,631,565
637,662,695
655,667,696
679,674,643
655,594,667
629,609,697
653,598,692
641,653,698
641,698,678
670,654,699
677,700,614
656,680,701
664,645,702
692,632,703
681,651,658
702,646,704
668,627,693
682,614,700
682,704,647
646,702,645
704,646,647
692,705,653
649,706,707
691,708,683
636,668,709
642,710,572
658,664,711
694,572,710
673,712,660
659,713,708
713,659,670
652,665,562
649,648,714
649,714,706
652,676,715
623,694,716
712,717,660
714,648,678
669,708,718
669,659,708
708,691,718
698,653,705
676,661,719
681,686,666
681,720,686
640,669,680
628,637,721
644,626,679
680,669,718
609,628,697
722,723,719
683,719,661
674,718,691
683,722,719
623,716,675
638,639,724
638,724,663
696,667,687
725,724,639
725,639,665
665,652,726
708,722,683
632,690,703
633,649,707
701,718,727
684,686,728
680,718,701
684,728,729
668,693,730
670,723,713
687,684,729
673,656,701
675,716,731
699,654,731
731,654,675
671,663,732
689,633,733
705,692,734
735,671,732
657,672,736
657,737,642
696,687,738
671,735,672
721,637,695
673,701,739
713,723,722
626,740,679
688,740,626
697,628,721
677,655,696
715,676,741
708,713,722
631,660,717
631,742,662
742,631,717
727,718,674
674,679,740
741,676,719
727,674,740
725,726,743
725,665,726
681,658,744
723,741,719
723,699,745
726,652,715
663,724,746
728,686,720
690,636,709
699,723,670
703,734,692
737,657,736
704,682,747
711,664,702
748,740,688
749,695,662
744,658,711
701,727,750
709,668,751
687,729,752
750,727,740
750,739,701
672,735,753
754,629,697
736,672,753
748,688,755
738,687,752
733,633,707
712,673,739
741,723,745
725,743,756
678,757,714
705,734,758
759,724,725
732,663,746
709,760,690
760,709,761
728,762,729
681,744,763
734,703,764
700,677,765
728,720,766
745,699,767
731,767,699
747,682,700
747,768,704
732,769,735
715,770,726
702,704,768
742,749,662
751,668,771
771,668,730
755,688,689
706,714,772
710,642,737
741,770,715
721,773,697
750,740,748
745,770,741
711,702,774
757,678,698
698,758,775
698,775,757
720,681,763
730,693,754
754,693,629
776,748,777
750,748,776
754,697,778
758,698,705
697,773,778
776,690,779
725,756,759
690,776,780
764,703,780
760,779,690
755,777,748
690,780,703
781,732,746
781,746,782
765,677,696
696,783,765
762,728,766
694,710,784
738,783,696
716,694,784
730,754,785
755,689,786
733,786,689
712,787,717
746,724,759
777,788,776
743,789,790
772,714,791
695,749,792
774,702,768
753,735,769
792,721,695
758,734,793
789,743,726
780,776,788
767,770,745
770,789,726
767,789,770
773,721,794
711,774,795
764,780,788
791,714,757
736,796,737
731,716,797
798,767,731
776,779,750
734,764,793
739,750,799
799,750,779
712,739,799
779,761,800
779,801,799
746,802,782
802,746,759
761,779,760
730,785,803
771,804,751
765,747,700
747,765,805
755,786,806
733,707,807
756,743,790
808,712,799
771,730,809
787,712,808
716,784,810
787,742,717
769,732,781
811,774,768
790,789,798
775,758,812
744,711,795
797,716,810
766,720,813
791,775,814
742,815,749
761,709,751
775,791,757
798,789,767
816,753,769
817,764,788
736,753,818
819,736,818
721,792,820
798,731,797
794,721,820
793,764,821
796,736,819
737,796,784
706,822,707
772,822,706
751,804,761
802,759,823
762,766,824
756,790,825
759,756,825
793,812,758
786,733,807
762,826,729
790,827,825
810,784,828
766,813,824
777,755,806
827,790,798
729,826,752
804,771,829
808,799,801
805,830,747
816,769,831
769,781,831
797,810,832
829,771,809
747,830,768
738,752,826
801,779,800
763,813,720
768,830,811
803,809,730
785,754,833
816,818,753
815,792,749
833,754,778
710,737,784
822,807,707
795,774,811
788,777,806
761,804,800
832,834,797
783,805,765
822,772,835
772,791,835
778,773,836
804,829,837
738,826,838
812,793,839
787,808,840
742,787,841
815,742,841
806,817,788
827,798,797
827,797,834
744,795,842
759,825,823
813,763,843
807,806,786
796,844,784
820,792,845
831,781,846
821,764,817
782,847,848
802,847,782
828,784,844
828,844,849
828,850,810
823,825,851
806,807,852
845,792,853
838,783,738
854,811,855
811,830,856
824,857,762
819,818,858
824,813,859
860,794,820
860,773,794
861,830,805
801,840,808
825,827,834
840,801,862
835,791,814
781,782,848
862,801,800
862,800,804
773,860,863
853,792,815
814,775,812
861,805,783
840,864,841
862,804,837
763,744,865
832,866,834
744,842,865
785,833,867
842,795,854
834,868,825
811,854,795
833,778,869
778,836,869
841,787,840
835,870,822
821,839,793
855,811,856
851,825,868
820,845,860
781,848,846
796,819,858
796,871,844
812,839,872
862,864,840
824,859,873
826,762,857
826,857,874
861,856,830
863,860,875
802,823,847
826,876,838
844,871,849
843,763,865
843,865,877
878,870,835
785,867,803
837,864,862
814,878,835
815,841,879
832,810,850
852,807,880
836,773,863
881,867,833
869,881,833
817,806,852
866,868,834
818,816,882
858,818,882
821,817,852
807,822,880
880,822,870
857,824,873
838,883,783
875,860,884
814,812,872
861,783,883
841,864,885
871,796,858
851,847,823
871,858,886
887,821,852
887,839,821
878,888,870
879,853,815
816,831,882
878,814,872
876,826,874
832,850,889
846,848,890
837,829,891
813,843,859
852,880,892
858,882,893
838,876,883
828,849,894
895,854,855
848,847,896
892,887,852
892,880,870
878,872,888
868,866,897
874,857,898
899,831,846
864,837,891
899,900,882
866,889,897
882,831,899
829,809,891
803,867,901
832,889,866
836,863,902
877,859,843
842,854,895
860,845,903
842,895,904
872,839,888
896,847,905
896,890,848
858,893,886
875,902,863
905,847,851
889,850,906
809,803,901
898,857,873
856,861,907
908,856,907
874,898,909
879,841,910
851,868,911
850,828,894
881,869,912
895,855,913
876,874,909
910,841,885
914,846,890
914,899,846
877,865,915
891,885,864
882,900,893
865,842,904
859,877,916
888,839,887
891,809,917
904,915,865
918,917,809
906,897,889
898,873,919
809,901,918
855,856,908
907,861,883
913,855,908
911,868,897
894,849,920
859,916,873
887,892,888
897,921,911
885,891,922
853,879,923
853,903,845
888,892,870
922,891,917
836,902,912
903,853,923
912,869,836
912,924,881
900,899,925
871,886,920
871,920,849
860,903,884
914,925,899
900,925,926
877,927,916
890,896,928
900,926,893
905,851,911
905,911,929
884,903,930
906,850,931
897,906,921
894,931,850
904,895,913
904,913,932
933,908,907
885,922,934
886,893,935
916,919,873
917,918,936
907,883,937
931,894,938
924,939,881
885,940,910
912,902,941
919,942,909
909,898,919
885,934,940
901,867,939
929,911,921
884,930,943
914,928,944
902,875,945
920,886,935
928,896,905
928,914,890
881,939,867
920,938,894
909,942,946
935,893,947
946,876,909
937,883,876
945,875,943
905,929,948
917,936,949
922,917,949
925,914,944
941,902,945
910,950,879
921,906,931
924,912,941
931,951,921
936,918,952
875,884,943
934,922,949
927,919,916
893,926,953
937,876,946
932,913,954
933,907,937
927,877,915
913,908,954
942,919,955
915,904,956
951,931,957
910,940,950
935,947,958
952,901,959
904,932,956
944,928,960
901,952,918
932,954,961
931,938,957
957,938,935
923,879,950
962,919,927
919,962,955
938,920,935
925,944,963
925,963,926
926,963,953
930,903,923
933,937,964
933,954,908
946,942,955
905,948,928
929,921,951
953,947,893
964,937,946
927,915,962
960,928,948
955,964,946
934,949,965
956,932,961
966,967,951
901,939,968
969,958,947
969,967,966
949,936,970
961,954,933
940,934,965
940,965,971
950,940,971
967,948,929
967,972,948
958,969,966
933,964,973
969,972,967
957,966,951
962,915,956
957,935,958
963,944,960
943,930,974
951,967,929
969,947,953
966,957,958
962,975,955
953,963,972
949,970,965
968,959,901
963,960,972
955,973,964
924,941,976
970,936,977
923,950,978
923,974,930
936,952,977
974,923,978
972,960,948
972,969,953
956,975,962
973,955,975
973,961,933
941,945,979
952,959,980
961,973,975
939,924,968
975,956,961
945,943,979
959,968,981
977,952,980
976,982,924
976,941,979
978,950,971
968,924,982
982,976,983
943,974,984
943,984,979
978,985,974
977,980,986
974,985,984
980,959,981
970,977,986
978,971,987
985,978,988
965,989,971
965,970,989
986,989,970
981,968,982
981,982,990
991,979,984
983,976,992
988,978,987
986,980,993
992,976,979
979,991,992
986,993,994
989,986,994
982,983,990
989,987,971
991,984,985
991,985,988
990,983,995
980,981,996
987,989,994
996,981,990
988,987,997
993,996,998
996,993,980
991,988,999
983,992,1000
998,994,993
996,990,995
1000,992,999
992,991,999
995,983,1000
995,1000,1001
997,994,998
996,995,1001
987,994,997
997,998,1002
999,988,997
997,1002,999
1002,998,1001
998,996,1001
1001,1000,1002
1002,1000,999
